ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status
2000,0.0,135.0,360.0,1.0,Male,No,0,Not Graduate,No,Urban,N
3762,1666.0,135.0,360.0,1.0,Female,No,0,Graduate,No,Rural,Y
2400,1863.0,104.0,360.0,0.0,Female,No,0,Graduate,No,Urban,N
20233,0.0,480.0,360.0,1.0,Male,No,0,Graduate,No,Rural,N
7667,0.0,185.0,360.0,1.0,Male,Yes,2,Not Graduate,No,Rural,Y
2917,0.0,84.0,360.0,1.0,Female,No,0,Graduate,No,Semiurban,Y
2927,2405.0,111.0,360.0,1.0,Male,No,0,Not Graduate,No,Semiurban,Y
2507,0.0,56.0,360.0,1.0,Female,No,0,Graduate,No,Rural,Y
5746,0.0,144.0,84.0,1.0,Male,Yes,2,Graduate,Yes,Rural,Y
2473,1843.0,159.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,N
3399,1640.0,111.0,180.0,1.0,Male,Yes,1,Not Graduate,No,Urban,Y
3717,0.0,120.0,360.0,1.0,Male,Yes,2,Graduate,No,Semiurban,Y
2058,2134.0,88.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
3541,0.0,112.0,360.0,1.0,Female,No,1,Graduate,No,Semiurban,Y
10000,0.0,155.0,360.0,1.0,Male,Yes,1,Graduate,Yes,Rural,N
2400,2167.0,115.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
4342,189.0,124.0,360.0,1.0,Male,Yes,3+,Graduate,No,Semiurban,Y
3601,1590.0,132.0,360.0,1.0,Male,Yes,2,Not Graduate,No,Rural,Y
3166,2985.0,132.0,360.0,1.0,Female,No,0,Graduate,No,Rural,Y
15000,0.0,300.0,360.0,1.0,Male,Yes,3+,Graduate,No,Rural,Y
8666,4983.0,376.0,360.0,0.0,Male,Yes,1,Graduate,Yes,Rural,N
4917,0.0,130.0,360.0,0.0,Male,No,0,Graduate,No,Rural,Y
5818,2160.0,184.0,360.0,1.0,Male,Yes,0,Graduate,Yes,Semiurban,Y
4333,2451.0,110.0,360.0,1.0,Female,Yes,0,Graduate,No,Urban,N
2500,0.0,67.0,360.0,1.0,Female,No,0,Graduate,No,Urban,Y
4384,1793.0,117.0,360.0,1.0,Male,No,1,Graduate,No,Urban,Y
2935,0.0,98.0,360.0,1.0,Male,No,0,Graduate,No,Semiurban,Y
2833,0.0,71.0,360.0,1.0,Male,No,0,Graduate,No,Urban,Y
63337,0.0,490.0,180.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
9833,1833.0,182.0,180.0,1.0,Male,Yes,1,Graduate,Yes,Urban,Y
5503,4490.0,70.0,360.0,1.0,Male,Yes,0,Graduate,Yes,Semiurban,Y
5250,688.0,160.0,360.0,1.0,Male,Yes,1,Graduate,No,Rural,Y
2500,4600.0,176.0,360.0,1.0,Male,Yes,2,Graduate,Yes,Rural,Y
1830,0.0,71.0,360.0,0.0,Female,No,3+,Not Graduate,No,Urban,N
4160,0.0,71.0,360.0,1.0,Female,No,0,Graduate,No,Semiurban,Y
2647,1587.0,173.0,360.0,1.0,Male,Yes,3+,Not Graduate,No,Rural,N
2378,0.0,46.0,360.0,1.0,Female,No,0,Graduate,No,Rural,N
4554,1229.0,158.0,360.0,1.0,Male,Yes,1,Not Graduate,No,Urban,Y
3173,0.0,74.0,360.0,1.0,Male,Yes,3+,Not Graduate,No,Semiurban,Y
2583,2330.0,125.0,360.0,1.0,Male,Yes,2,Graduate,No,Rural,Y
2499,2458.0,160.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
3523,3230.0,152.0,360.0,0.0,Male,Yes,0,Not Graduate,No,Rural,N
3083,2168.0,126.0,360.0,1.0,Male,Yes,2,Not Graduate,No,Urban,Y
6333,4583.0,259.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
2625,6250.0,187.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
9083,0.0,228.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
8750,4167.0,308.0,360.0,1.0,Male,No,0,Graduate,No,Rural,N
2666,2083.0,95.0,360.0,1.0,Male,Yes,3+,Graduate,No,Rural,Y
5500,0.0,105.0,360.0,0.0,Female,Yes,0,Graduate,Yes,Rural,N
2423,505.0,130.0,360.0,1.0,Female,Yes,0,Graduate,No,Semiurban,Y
3813,0.0,116.0,180.0,1.0,Female,No,0,Graduate,No,Urban,Y
8333,3167.0,165.0,360.0,1.0,Male,Yes,2,Graduate,No,Rural,Y
3875,0.0,67.0,360.0,1.0,Male,Yes,1,Graduate,No,Urban,N
3000,1666.0,100.0,480.0,0.0,Male,Yes,0,Not Graduate,No,Urban,N
5167,3167.0,200.0,360.0,1.0,Male,Yes,3+,Graduate,No,Semiurban,Y
4723,0.0,81.0,360.0,1.0,Female,No,1,Graduate,No,Semiurban,N
5000,3667.0,236.0,360.0,1.0,Male,Yes,2,Graduate,No,Semiurban,Y
4750,2333.0,130.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
3013,3033.0,95.0,300.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
6822,0.0,141.0,360.0,1.0,Male,No,0,Graduate,Yes,Rural,Y
6216,0.0,133.0,360.0,1.0,Male,No,0,Not Graduate,No,Rural,N
2500,0.0,96.0,480.0,1.0,Male,No,0,Graduate,No,Semiurban,N
5124,0.0,124.0,360.0,0.0,Male,No,0,Graduate,No,Rural,N
6325,0.0,175.0,360.0,1.0,Male,Yes,1,Graduate,No,Semiurban,Y
19730,5266.0,570.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,N
15759,0.0,55.0,360.0,1.0,Female,No,0,Graduate,Yes,Semiurban,Y
5185,0.0,155.0,360.0,1.0,Male,Yes,2,Graduate,No,Semiurban,Y
9323,7873.0,380.0,300.0,1.0,Male,Yes,2,Graduate,Yes,Rural,Y
3062,1987.0,111.0,180.0,0.0,Male,No,1,Graduate,No,Urban,N
2764,1459.0,110.0,360.0,1.0,Female,No,0,Graduate,No,Urban,Y
4817,923.0,120.0,180.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
8750,4996.0,130.0,360.0,1.0,Male,Yes,3+,Graduate,No,Rural,Y
4310,0.0,130.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
3069,0.0,71.0,480.0,1.0,Male,No,0,Graduate,No,Urban,N
5391,0.0,130.0,360.0,1.0,Male,Yes,2,Graduate,No,Urban,Y
3333,2500.0,128.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
5941,4232.0,296.0,360.0,1.0,Male,No,0,Graduate,No,Semiurban,Y
6000,0.0,156.0,360.0,1.0,Female,No,0,Graduate,No,Urban,Y
7167,0.0,128.0,360.0,1.0,Male,No,0,Graduate,Yes,Urban,Y
4566,0.0,100.0,360.0,1.0,Male,Yes,2,Graduate,No,Urban,N
3667,0.0,113.0,180.0,1.0,Male,No,1,Graduate,No,Urban,Y
2346,1600.0,132.0,360.0,1.0,Male,No,0,Not Graduate,No,Semiurban,Y
3010,3136.0,136.0,360.0,0.0,Male,Yes,0,Not Graduate,No,Urban,N
2333,2417.0,136.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
5488,0.0,125.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
9167,0.0,185.0,360.0,1.0,Male,No,3+,Graduate,No,Rural,Y
9504,0.0,275.0,360.0,1.0,Male,Yes,3+,Graduate,No,Rural,Y
2583,2115.0,120.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
1993,1625.0,113.0,180.0,1.0,Male,Yes,2,Not Graduate,No,Semiurban,Y
3100,1400.0,113.0,360.0,1.0,Male,Yes,2,Graduate,No,Urban,Y
3276,484.0,135.0,360.0,0.0,Male,Yes,2,Graduate,No,Semiurban,Y
3180,0.0,71.0,360.0,0.0,Female,No,0,Graduate,No,Urban,N
3033,1459.0,95.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
3902,1666.0,109.0,360.0,1.0,Male,No,0,Not Graduate,No,Rural,Y
1500,1800.0,103.0,360.0,0.0,Female,No,0,Graduate,No,Semiurban,N
2889,0.0,45.0,180.0,0.0,Male,Yes,2,Not Graduate,No,Urban,N
2755,0.0,65.0,300.0,1.0,Male,No,0,Not Graduate,No,Rural,N
2500,20000.0,103.0,360.0,1.0,Male,No,0,Graduate,No,Semiurban,Y
1963,0.0,53.0,360.0,1.0,Female,No,0,Not Graduate,No,Semiurban,Y
7441,0.0,194.0,360.0,1.0,Female,No,0,Graduate,Yes,Rural,N
4547,0.0,115.0,360.0,1.0,Female,No,0,Graduate,No,Semiurban,Y
2167,2400.0,115.0,360.0,1.0,Male,Yes,0,Not Graduate,No,Urban,Y
2213,0.0,66.0,360.0,1.0,Female,No,0,Not Graduate,No,Rural,Y
8300,0.0,152.0,300.0,0.0,Male,Yes,1,Graduate,No,Semiurban,N
81000,0.0,360.0,360.0,0.0,Male,Yes,3+,Graduate,No,Rural,N
3867,0.0,62.0,360.0,1.0,Female,No,1,Not Graduate,Yes,Semiurban,N
6256,0.0,160.0,360.0,0.0,Male,Yes,0,Graduate,No,Urban,Y
6096,0.0,218.0,360.0,0.0,Male,Yes,0,Not Graduate,No,Rural,N
2253,2033.0,110.0,360.0,1.0,Male,Yes,0,Not Graduate,No,Rural,Y
2149,3237.0,178.0,360.0,0.0,Female,Yes,0,Not Graduate,No,Semiurban,N
2995,0.0,60.0,360.0,1.0,Female,No,0,Graduate,No,Urban,Y
2600,0.0,160.0,360.0,1.0,Female,No,1,Graduate,No,Urban,N
1600,20000.0,239.0,360.0,1.0,Male,Yes,2,Graduate,Yes,Urban,N
1025,2773.0,112.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
3246,1417.0,138.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
5829,0.0,138.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
2720,0.0,80.0,360.0,0.0,Female,No,0,Not Graduate,No,Urban,N
1820,1719.0,100.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
7250,1667.0,110.0,360.0,0.0,Male,Yes,1,Graduate,No,Urban,N
14880,0.0,96.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
2666,4300.0,121.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
4606,0.0,81.0,360.0,1.0,Female,No,1,Not Graduate,No,Rural,N
5935,0.0,133.0,360.0,1.0,Male,Yes,2,Graduate,No,Semiurban,Y
2920,16.12000084,87.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
2717,0.0,60.0,180.0,1.0,Male,No,0,Not Graduate,No,Urban,Y
8624,0.0,150.0,360.0,1.0,Female,No,1,Graduate,Yes,Semiurban,Y
6500,0.0,105.0,360.0,0.0,Male,No,0,Graduate,No,Rural,N
12876,0.0,405.0,360.0,1.0,Male,No,0,Graduate,No,Semiurban,Y
2425,2340.0,143.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
3750,0.0,100.0,360.0,1.0,Male,No,0,Graduate,No,Urban,Y
10047,0.0,50.0,240.0,1.0,Female,Yes,0,Graduate,No,Semiurban,Y
1926,1851.0,50.0,360.0,1.0,Male,No,0,Graduate,No,Semiurban,Y
2213,1125.0,187.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
10416,0.0,187.0,360.0,0.0,Male,No,0,Graduate,Yes,Urban,N
7142,0.0,138.0,360.0,1.0,Female,Yes,0,Not Graduate,Yes,Rural,Y
3660,5064.0,187.0,360.0,1.0,Male,No,0,Graduate,No,Semiurban,Y
7901,1833.0,180.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
4707,1993.0,148.0,360.0,1.0,Male,No,3+,Not Graduate,No,Semiurban,Y
37719,0.0,152.0,360.0,1.0,Male,No,1,Graduate,No,Semiurban,Y
7333,8333.0,175.0,300.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
3466,1210.0,130.0,360.0,1.0,Male,Yes,1,Graduate,Yes,Rural,Y
4652,0.0,110.0,360.0,1.0,Male,Yes,2,Not Graduate,No,Rural,Y
3539,1376.0,55.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,N
3340,1710.0,150.0,360.0,0.0,Male,Yes,2,Graduate,No,Rural,N
2769,1542.0,190.0,360.0,0.0,Male,No,1,Not Graduate,Yes,Semiurban,N
2309,1255.0,125.0,360.0,0.0,Male,Yes,2,Not Graduate,No,Rural,N
1958,1456.0,60.0,300.0,0.0,Male,Yes,2,Not Graduate,No,Urban,Y
3948,1733.0,149.0,360.0,0.0,Male,Yes,0,Graduate,No,Rural,N
2483,2466.0,90.0,180.0,0.0,Male,Yes,0,Graduate,No,Rural,Y
7085,0.0,84.0,360.0,1.0,Male,No,0,Graduate,Yes,Semiurban,Y
3859,0.0,96.0,360.0,1.0,Male,Yes,2,Graduate,No,Semiurban,Y
4301,0.0,118.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
3708,2569.0,173.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,N
4354,0.0,136.0,360.0,1.0,Male,No,2,Graduate,No,Rural,Y
8334,0.0,160.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,N
2083,4083.0,160.0,360.0,1.0,Male,Yes,0,Graduate,Yes,Semiurban,Y
7740,0.0,128.0,180.0,1.0,Male,Yes,3+,Graduate,No,Urban,Y
3015,2188.0,153.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
5191,0.0,132.0,360.0,1.0,Female,No,1,Not Graduate,No,Semiurban,Y
4166,0.0,98.0,360.0,0.0,Male,No,0,Graduate,No,Semiurban,N
6000,0.0,140.0,360.0,1.0,Male,No,0,Graduate,No,Rural,Y
2947,1664.0,70.0,180.0,0.0,Male,Yes,3+,Not Graduate,No,Urban,N
16692,0.0,110.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
210,2917.0,98.0,360.0,1.0,Female,Yes,2,Not Graduate,No,Semiurban,Y
4333,2451.0,110.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,N
3450,2079.0,162.0,360.0,1.0,Male,Yes,1,Graduate,Yes,Semiurban,Y
2653,1500.0,113.0,180.0,0.0,Male,Yes,1,Not Graduate,No,Rural,N
4691,0.0,100.0,360.0,1.0,Male,Yes,3+,Graduate,No,Semiurban,Y
2500,0.0,93.0,360.0,1.0,Female,No,0,Graduate,Yes,Urban,Y
5532,4648.0,162.0,360.0,1.0,Male,No,2,Graduate,No,Rural,Y
16525,1014.0,150.0,360.0,1.0,Male,Yes,2,Graduate,Yes,Rural,Y
6700,1750.0,230.0,300.0,1.0,Male,Yes,2,Graduate,No,Semiurban,Y
2873,1872.0,132.0,360.0,0.0,Male,Yes,2,Graduate,No,Semiurban,N
16667,2250.0,86.0,360.0,1.0,Male,Yes,1,Graduate,Yes,Semiurban,Y
2947,1603.0,154.0,360.0,1.0,Male,Yes,2,Graduate,No,Urban,N
4350,0.0,154.0,360.0,1.0,Female,No,0,Not Graduate,No,Rural,Y
3095,0.0,113.0,360.0,1.0,Male,Yes,3+,Not Graduate,No,Rural,Y
2083,3150.0,128.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
10833,0.0,234.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
8333,0.0,246.0,360.0,1.0,Male,Yes,2,Graduate,No,Semiurban,Y
1958,2436.0,131.0,360.0,1.0,Male,Yes,1,Not Graduate,No,Rural,Y
3547,0.0,80.0,360.0,0.0,Male,No,2,Graduate,No,Rural,N
18333,0.0,500.0,360.0,1.0,Male,Yes,1,Graduate,No,Urban,N
4583,2083.0,160.0,360.0,1.0,Male,Yes,2,Graduate,Yes,Semiurban,Y
2435,0.0,75.0,360.0,1.0,Male,No,0,Graduate,No,Urban,N
2699,2785.0,96.0,360.0,1.0,Male,No,0,Not Graduate,No,Semiurban,Y
5333,1131.0,186.0,360.0,1.0,Male,Yes,1,Not Graduate,No,Urban,Y
3691,0.0,110.0,360.0,1.0,Male,No,0,Not Graduate,No,Rural,Y
17263,0.0,225.0,360.0,1.0,Female,No,0,Not Graduate,Yes,Semiurban,Y
3597,2157.0,119.0,360.0,0.0,Male,Yes,0,Graduate,No,Rural,N
3326,913.0,105.0,84.0,1.0,Female,Yes,1,Graduate,No,Semiurban,Y
2600,1700.0,107.0,360.0,1.0,Male,Yes,0,Not Graduate,No,Rural,Y
4625,2857.0,111.0,12.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
2895,0.0,95.0,360.0,1.0,Male,Yes,1,Graduate,Yes,Semiurban,Y
6283,4416.0,209.0,360.0,0.0,Male,No,0,Graduate,No,Rural,N
645,3683.0,113.0,480.0,1.0,Female,No,0,Graduate,No,Rural,Y
3159,0.0,100.0,360.0,1.0,Female,No,0,Graduate,No,Semiurban,Y
4865,5624.0,208.0,360.0,1.0,Male,Yes,2,Graduate,No,Semiurban,Y
4050,5302.0,138.0,360.0,1.0,Male,Yes,1,Not Graduate,No,Rural,N
3814,1483.0,124.0,300.0,1.0,Male,Yes,0,Not Graduate,No,Semiurban,Y
3510,4416.0,243.0,360.0,1.0,Male,Yes,2,Graduate,No,Rural,Y
20833,6667.0,480.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
3583,0.0,96.0,360.0,1.0,Male,No,0,Graduate,No,Urban,N
2479,3013.0,188.0,360.0,1.0,Male,Yes,0,Graduate,Yes,Urban,Y
13262,0.0,40.0,360.0,1.0,Female,No,1,Graduate,No,Urban,Y
3598,1287.0,100.0,360.0,1.0,Male,No,0,Not Graduate,No,Rural,N
6065,2004.0,250.0,360.0,1.0,Male,Yes,1,Graduate,No,Semiurban,Y
3283,2035.0,148.0,360.0,1.0,Male,Yes,2,Graduate,No,Urban,Y
2130,6666.0,70.0,180.0,1.0,Male,Yes,0,Graduate,No,Semiurban,N
5815,3666.0,311.0,360.0,1.0,Male,No,0,Graduate,No,Rural,N
3466,3428.0,150.0,360.0,1.0,Male,Yes,3+,Graduate,No,Rural,Y
2031,1632.0,113.0,480.0,1.0,Female,Yes,2,Graduate,No,Semiurban,Y
3074,1800.0,123.0,360.0,0.0,Male,Yes,0,Not Graduate,No,Semiurban,N
4683,1915.0,185.0,360.0,1.0,Male,No,0,Graduate,No,Semiurban,N
3400,0.0,95.0,360.0,1.0,Female,No,0,Not Graduate,No,Rural,N
2192,1742.0,45.0,360.0,1.0,Male,Yes,2,Not Graduate,No,Semiurban,Y
2500,0.0,55.0,360.0,1.0,Male,No,0,Graduate,No,Semiurban,Y
5677,1424.0,100.0,360.0,1.0,Male,Yes,3+,Graduate,Yes,Rural,Y
7948,7166.0,480.0,360.0,1.0,Male,Yes,2,Graduate,Yes,Rural,Y
4680,2087.0,400.0,360.0,1.0,Male,No,0,Graduate,No,Semiurban,N
17500,0.0,400.0,360.0,1.0,Male,Yes,2,Graduate,Yes,Rural,Y
3775,0.0,110.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
5285,1430.0,161.0,360.0,0.0,Male,Yes,1,Not Graduate,No,Semiurban,Y
2679,1302.0,94.0,360.0,1.0,Male,No,1,Not Graduate,No,Semiurban,Y
6783,0.0,130.0,360.0,1.0,Male,No,0,Not Graduate,No,Semiurban,Y
1025,5500.0,216.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
4281,0.0,100.0,360.0,1.0,Male,Yes,3+,Graduate,No,Urban,Y
3588,0.0,110.0,360.0,0.0,Male,No,2,Graduate,No,Rural,N
11250,0.0,196.0,360.0,1.0,Male,No,1,Graduate,No,Semiurban,N
18165,0.0,125.0,360.0,1.0,Female,No,0,Not Graduate,Yes,Urban,Y
2550,2042.0,126.0,360.0,1.0,Male,No,0,Not Graduate,No,Rural,Y
6133,3906.0,324.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
3617,0.0,107.0,360.0,1.0,Male,No,2,Graduate,No,Semiurban,Y
2917,536.0,66.0,360.0,1.0,Male,Yes,0,Not Graduate,No,Rural,N
6417,0.0,157.0,180.0,1.0,Male,Yes,3+,Graduate,No,Rural,Y
4608,2845.0,140.0,180.0,1.0,Female,Yes,1,Graduate,No,Semiurban,Y
2138,0.0,99.0,360.0,0.0,Female,No,0,Graduate,No,Semiurban,N
3652,0.0,95.0,360.0,1.0,Female,No,1,Graduate,No,Semiurban,Y
2239,2524.0,128.0,360.0,1.0,Male,Yes,1,Not Graduate,No,Urban,Y
3017,663.0,102.0,360.0,1.0,Female,Yes,0,Not Graduate,No,Semiurban,Y
2768,1950.0,155.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
3358,0.0,80.0,36.0,1.0,Male,No,0,Not Graduate,No,Semiurban,N
2526,1783.0,145.0,360.0,1.0,Male,No,0,Graduate,No,Rural,Y
5000,0.0,103.0,360.0,0.0,Female,No,0,Graduate,No,Semiurban,N
2785,2016.0,110.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
6633,0.0,158.0,360.0,0.0,Male,Yes,2,Graduate,Yes,Rural,N
2492,2375.0,158.0,360.0,1.0,Male,Yes,1,Not Graduate,No,Rural,Y
3333,3250.0,158.0,360.0,1.0,Male,Yes,1,Graduate,No,Urban,Y
2454,2333.0,181.0,360.0,0.0,Male,Yes,0,Not Graduate,No,Urban,N
3593,4266.0,132.0,180.0,0.0,Male,Yes,0,Graduate,No,Rural,N
5468,1032.0,26.0,360.0,1.0,Male,Yes,1,Graduate,No,Semiurban,Y
2667,1625.0,84.0,360.0,1.0,Female,No,0,Graduate,No,Urban,Y
10139,0.0,260.0,360.0,1.0,Male,Yes,3+,Graduate,Yes,Semiurban,Y
3887,2669.0,162.0,360.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
4180,2306.0,182.0,360.0,1.0,Female,Yes,0,Graduate,No,Semiurban,Y
3675,242.0,108.0,360.0,1.0,Male,Yes,2,Not Graduate,No,Semiurban,Y
19484,0.0,600.0,360.0,1.0,Female,Yes,1,Graduate,Yes,Semiurban,Y
5923,2054.0,211.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
5800,0.0,132.0,360.0,1.0,Male,No,0,Not Graduate,Yes,Semiurban,Y
8799,0.0,258.0,360.0,0.0,Male,Yes,2,Graduate,No,Urban,N
4467,0.0,120.0,360.0,1.0,Male,Yes,0,Not Graduate,No,Rural,Y
3333,0.0,70.0,360.0,1.0,Male,No,0,Graduate,No,Urban,Y
3400,2500.0,123.0,360.0,0.0,Male,Yes,3+,Graduate,No,Rural,N
2378,0.0,9.0,360.0,1.0,Female,No,0,Graduate,No,Urban,N
3166,2064.0,104.0,360.0,0.0,Male,Yes,0,Graduate,No,Urban,N
3417,1750.0,186.0,360.0,1.0,Male,Yes,1,Graduate,No,Urban,Y
5116,1451.0,165.0,360.0,0.0,Male,Yes,0,Graduate,No,Urban,N
16666,0.0,275.0,360.0,1.0,Male,Yes,2,Graduate,No,Urban,Y
6125,1625.0,187.0,480.0,1.0,Male,Yes,2,Not Graduate,No,Semiurban,N
6406,0.0,150.0,360.0,1.0,Male,Yes,3+,Graduate,No,Semiurban,N
3159,461.0,108.0,84.0,1.0,Male,Yes,2,Graduate,No,Urban,Y
3087,2210.0,136.0,360.0,0.0,Male,Yes,0,Graduate,No,Semiurban,N
3229,2739.0,110.0,360.0,1.0,Male,No,0,Graduate,No,Urban,Y
1782,2232.0,107.0,360.0,1.0,Male,Yes,1,Graduate,No,Rural,Y
3182,2917.0,161.0,360.0,1.0,Male,No,0,Graduate,No,Urban,Y
6540,0.0,205.0,360.0,1.0,Male,Yes,2,Graduate,No,Semiurban,Y
1836,33837.0,90.0,360.0,1.0,Male,No,0,Graduate,No,Urban,N
3166,0.0,36.0,360.0,1.0,Female,Yes,0,Graduate,No,Semiurban,Y
1880,0.0,61.0,360.0,0.0,Male,Yes,1,Graduate,No,Rural,N
2787,1917.0,146.0,360.0,0.0,Male,Yes,1,Graduate,No,Rural,N
4283,3000.0,172.0,84.0,1.0,Male,Yes,1,Graduate,No,Rural,N
2297,1522.0,104.0,360.0,1.0,Male,Yes,0,Graduate,No,Urban,Y
2165,0.0,70.0,360.0,1.0,Female,No,0,Not Graduate,No,Semiurban,Y
4750,0.0,94.0,360.0,1.0,Male,No,0,Graduate,No,Semiurban,Y
2726,0.0,106.0,360.0,0.0,Male,Yes,2,Graduate,Yes,Semiurban,N
3000,3416.0,56.0,180.0,1.0,Male,Yes,0,Graduate,No,Semiurban,Y
6000,0.0,205.0,240.0,1.0,Male,Yes,2,Graduate,Yes,Semiurban,N
9357,0.0,292.0,360.0,1.0,Male,No,3+,Graduate,Yes,Semiurban,Y
3859,3300.0,142.0,180.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
16120,0.0,260.0,360.0,1.0,Male,Yes,0,Graduate,Yes,Urban,Y
3833,0.0,110.0,360.0,1.0,Male,No,0,Not Graduate,No,Rural,Y
6383,1000.0,187.0,360.0,1.0,Male,Yes,2,Not Graduate,Yes,Rural,N
2987,0.0,88.0,360.0,0.0,Male,No,0,Graduate,No,Semiurban,N
9963,0.0,180.0,360.0,1.0,Male,Yes,0,Graduate,Yes,Rural,Y
5780,0.0,192.0,360.0,1.0,Male,Yes,2,Graduate,No,Urban,Y
416,41667.0,350.0,180.0,1.0,Female,No,3+,Graduate,No,Urban,N
2894,2792.0,155.0,360.0,1.0,Male,Yes,0,Not Graduate,No,Rural,Y
5703,0.0,128.0,360.0,1.0,Male,Yes,3+,Graduate,No,Urban,Y
3676,4301.0,172.0,360.0,1.0,Male,No,0,Graduate,No,Rural,Y
12000,0.0,496.0,360.0,1.0,Female,Yes,1,Graduate,No,Semiurban,Y
2400,3800.0,173.0,180.0,1.0,Male,Yes,0,Not Graduate,No,Urban,N
3400,2500.0,173.0,360.0,1.0,Male,Yes,1,Graduate,No,Semiurban,Y
3987,1411.0,157.0,360.0,1.0,Male,Yes,2,Not Graduate,No,Rural,Y
3232,1950.0,108.0,360.0,1.0,Male,Yes,0,Graduate,No,Rural,Y
2900,0.0,71.0,360.0,1.0,Female,No,0,Graduate,No,Rural,Y
4106,0.0,40.0,180.0,1.0,Male,Yes,3+,Graduate,No,Rural,Y
8072,240.0,253.0,360.0,1.0,Male,Yes,1,Graduate,No,Urban,Y
7583,0.0,187.0,360.0,1.0,Male,Yes,2,Graduate,No,Urban,Y
4583,0.0,133.0,360.0,0.0,Female,No,0,Graduate,Yes,Semiurban,N
